JobNum,PartNum,Description,OpID,Qty
457599,"0041-12520, Rev 02","BLOCK DOOR MOUNT MEG TANK, REFLEXION GT",N/A,1
457599,"0041-12520, Rev 02","BLOCK DOOR MOUNT MEG TANK, REFLEXION GT",QAFNL,1
457788,"0042-02401, Rev 02",SVD REMOVAL FIXTURE,Cell3VF3,10
457788,"0042-02401, Rev 02",SVD REMOVAL FIXTURE,DEBUR,9
457788,"0042-02401, Rev 02",SVD REMOVAL FIXTURE,INSTL,1
457788,"0042-02401, Rev 02",SVD REMOVAL FIXTURE,QAFNL,10
457788,"0042-02401, Rev 02",SVD REMOVAL FIXTURE,QAFAI,1
457788,"0042-02401, Rev 02",SVD REMOVAL FIXTURE,BG&TG,4
457788,"0042-02401, Rev 02",SVD REMOVAL FIXTURE,N/A,4
457789,"0030-00522, Rev 003",Cover Outer Assy Molded DL Source 300MM MSC,QAFNL,4
457789,"0030-00522, Rev 003",Cover Outer Assy Molded DL Source 300MM MSC,RECE,3
457789,"0030-00522, Rev 003",Cover Outer Assy Molded DL Source 300MM MSC,N/A,3
457789,"0030-00522, Rev 003",Cover Outer Assy Molded DL Source 300MM MSC,SubCA,8
457808,"15-431471-00, Rev C","Window, Facilities, Blue Tint, .25"", ESD PPT",SubCA,8
457808,"15-431471-00, Rev C","Window, Facilities, Blue Tint, .25"", ESD PPT",QAFNL,1
457808,"15-431471-00, Rev C","Window, Facilities, Blue Tint, .25"", ESD PPT",STOCK,1
457808,"15-431471-00, Rev C","Window, Facilities, Blue Tint, .25"", ESD PPT",N/A,20
457890,"0022-54287, Rev 02","CLAMP RING, TARGET, RF MGO",DEBUR,50
457890,"0022-54287, Rev 02","CLAMP RING, TARGET, RF MGO",QAFNL,50
457890,"0022-54287, Rev 02","CLAMP RING, TARGET, RF MGO",CNPT1,1
457890,"0022-54287, Rev 02","CLAMP RING, TARGET, RF MGO",BLKLIN,1
457890,"0022-54287, Rev 02","CLAMP RING, TARGET, RF MGO",CLEAN_IP,1
457890,"0022-54287, Rev 02","CLAMP RING, TARGET, RF MGO",SHIP,100
457890,"0022-54287, Rev 02","CLAMP RING, TARGET, RF MGO",N/A,30
457932,"0010-32791, Rev 03","ASSY SOURCE COVER SPUTTER, 300MM",QAFNL,30
457932,"0010-32791, Rev 03","ASSY SOURCE COVER SPUTTER, 300MM",BG&TG,30
457932,"0010-32791, Rev 03","ASSY SOURCE COVER SPUTTER, 300MM",N/A,20
457932,"0010-32791, Rev 03","ASSY SOURCE COVER SPUTTER, 300MM",ASMBL,1
457963,"839-114167-010,Rev E","ASSY,WTR VPR DELIV,UPR, V3",WELD,8
457963,"839-114167-010,Rev E","ASSY,WTR VPR DELIV,UPR, V3",Cell1VF3,8
457963,"839-114167-010,Rev E","ASSY,WTR VPR DELIV,UPR, V3",QAIPI,2
457963,"839-114167-010,Rev E","ASSY,WTR VPR DELIV,UPR, V3",LEAK,1
457963,"839-114167-010,Rev E","ASSY,WTR VPR DELIV,UPR, V3",FLOW,20
457963,"839-114167-010,Rev E","ASSY,WTR VPR DELIV,UPR, V3",DEBURCR,1
457963,"839-114167-010,Rev E","ASSY,WTR VPR DELIV,UPR, V3",QAFNL,1
457963,"839-114167-010,Rev E","ASSY,WTR VPR DELIV,UPR, V3",RECE,1
457963,"839-114167-010,Rev E","ASSY,WTR VPR DELIV,UPR, V3",N/A,5
458126,"0090-05371, Rev 02","SENSOR HARNESS, MEGASONIC TANK HI-HI, REFLEXION GT, CMP",N/A,1
458126,"0090-05371, Rev 02","SENSOR HARNESS, MEGASONIC TANK HI-HI, REFLEXION GT, CMP",RECE,2
458236,"15-431463-00,Rev E","WINDOW,PROC DOOR,BLUE TINT,.25"", ESD,PLT",STOCK,1
458236,"15-431463-00,Rev E","WINDOW,PROC DOOR,BLUE TINT,.25"", ESD,PLT",N/A,1
458237,"713-223270-002,Rev C","COV, CB, BUS BAR, 3-wide",DEBUR,1
458237,"713-223270-002,Rev C","COV, CB, BUS BAR, 3-wide",QAIPI,4
458237,"713-223270-002,Rev C","COV, CB, BUS BAR, 3-wide",POLSH,4
458237,"713-223270-002,Rev C","COV, CB, BUS BAR, 3-wide",MARK,4
458237,"713-223270-002,Rev C","COV, CB, BUS BAR, 3-wide",QAFNL,1
458237,"713-223270-002,Rev C","COV, CB, BUS BAR, 3-wide",SHIP,1
458237,"713-223270-002,Rev C","COV, CB, BUS BAR, 3-wide",N/A,1
458237,"713-223270-002,Rev C","COV, CB, BUS BAR, 3-wide",BROCH,1
458413,"0090-07541, Rev 06","MOTOR ASSY, PRE-CLEAN BUFF HEAD SD-A, RLKP, CMP",STOCK,1
458413,"0090-07541, Rev 06","MOTOR ASSY, PRE-CLEAN BUFF HEAD SD-A, RLKP, CMP",SubCA,1
458414,"0190-49684, Rev 03","MOTOR, 600W, CHUCK, PRE-CLEAN",STOCK,1
458414,"0190-49684, Rev 03","MOTOR, 600W, CHUCK, PRE-CLEAN",SubCA,10
458416,"0190-53195, Rev 03","PRESSURE SNSR, -15 TO 30 PSIG, 1TO 10V OUTPUT, W/MOLDED TURCK PSG3/S1057 CONN",N/A,10
458416,"0190-53195, Rev 03","PRESSURE SNSR, -15 TO 30 PSIG, 1TO 10V OUTPUT, W/MOLDED TURCK PSG3/S1057 CONN",STOCK,10
458552,"0042-12933, Rev 02","Weldment, Module Drip Pan, PC & BBX1 & BBX2, LKP",Cell1VF3,25
458552,"0042-12933, Rev 02","Weldment, Module Drip Pan, PC & BBX1 & BBX2, LKP",CLC30,2
458552,"0042-12933, Rev 02","Weldment, Module Drip Pan, PC & BBX1 & BBX2, LKP",DEBUR,4
458552,"0042-12933, Rev 02","Weldment, Module Drip Pan, PC & BBX1 & BBX2, LKP",WELD,4
458552,"0042-12933, Rev 02","Weldment, Module Drip Pan, PC & BBX1 & BBX2, LKP",LEAK,1
458552,"0042-12933, Rev 02","Weldment, Module Drip Pan, PC & BBX1 & BBX2, LKP",MARK,1
458552,"0042-12933, Rev 02","Weldment, Module Drip Pan, PC & BBX1 & BBX2, LKP",QAIPI,32
458552,"0042-12933, Rev 02","Weldment, Module Drip Pan, PC & BBX1 & BBX2, LKP",CLES,5
458552,"0042-12933, Rev 02","Weldment, Module Drip Pan, PC & BBX1 & BBX2, LKP",BLKLIN,5
458552,"0042-12933, Rev 02","Weldment, Module Drip Pan, PC & BBX1 & BBX2, LKP",QAFNL,24
458552,"0042-12933, Rev 02","Weldment, Module Drip Pan, PC & BBX1 & BBX2, LKP",SHIP,8
458552,"0042-12933, Rev 02","Weldment, Module Drip Pan, PC & BBX1 & BBX2, LKP",N/A,8
458575,"0190-33729, Rev 03","SPEC, 30W BRUSH GAP CONTROL MOTOR, RLK/P",STOCK,8
458575,"0190-33729, Rev 03","SPEC, 30W BRUSH GAP CONTROL MOTOR, RLK/P",N/A,38
458577,"0190-53195, Rev 03","PRESSURE SNSR, -15 TO 30 PSIG, 1TO 10V OUTPUT, W/MOLDED TURCK PSG3/S1057 CONN",STOCK,50
458577,"0190-53195, Rev 03","PRESSURE SNSR, -15 TO 30 PSIG, 1TO 10V OUTPUT, W/MOLDED TURCK PSG3/S1057 CONN",N/A,50
458839,"0042-28788, Rev 04","TOP COVER, ARM, CATALYST",BLKLIN,26
458839,"0042-28788, Rev 04","TOP COVER, ARM, CATALYST",CLEAN_IP,1
458839,"0042-28788, Rev 04","TOP COVER, ARM, CATALYST",SHIP,100
458839,"0042-28788, Rev 04","TOP COVER, ARM, CATALYST",N/A,20
458839,"0042-28788, Rev 04","TOP COVER, ARM, CATALYST",CNPT2,20
458909,"0022-23398, Rev 03","Insulator, PCB Base Lower, SYM3X Cathode",N/A,5
459036,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",LEAK,8
459036,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",CLES,2
459036,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",BLKLIN,2
459036,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",N/A,2
459036,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",ASMBL,2
459054,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",LEAK,1
459054,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",N/A,1
459054,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",ASMBL,1
459062,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",ASMBL,1
459062,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",LEAK,10
459062,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",QAIPI,10
459062,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",CLES,10
459062,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",BLKLIN,10
459062,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",QAFNL,10
459062,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",BG&TG,27
459062,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",N/A,20
459062,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",FLARE,1
459064,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",N/A,1
459065,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",LEAK,1
459065,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",FLARE,5
459065,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",ASMBL,24
459066,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",LEAK,38
459066,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",PULL,1
459066,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",ASMBL,1
459067,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",ASMBL,50
459067,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",LEAK,4
459067,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",QAIPI,20
459067,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",CLES,1
459067,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",BLKLIN,8
459067,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",QAFNL,8
459067,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",BG&TG,8
459067,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",PULL,1
459067,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",FLARE,1
459068,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",ASMBL,1
459068,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",LEAK,1
459068,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",QAIPI,1
459068,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",CLES,1
459068,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",BLKLIN,20
459068,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",QAFNL,20
459068,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",BG&TG,1
459068,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",FLARE,1
459070,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",LEAK,1
459070,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",QAIPI,1
459070,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",CLES,1
459070,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",BLKLIN,4
459070,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",QAFNL,24
459070,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",BG&TG,1
459070,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",N/A,38
459070,"0010-81717, Rev 02","DUAL MEGASONIC TANK ASSEMBLY, RLKP",ASMBL,38
459238,"0042-10562, Rev 03","STOP, WAFER BLAED, CAROUSEL, LKP",CLEST1,1
